,Open,High,Low,Close,Volume,tomorrow,target,50MA,100MA,20MA,check50MA,check20MA,check100MA,score,Bitcoin,yesterday,change,trend20MA,trend50MA,trend100MA
2019-06-14,8216.44,8684.41,8144.32,8650.0,39835.246255,8808.7,1,7238.3086,5877.8204000000005,8196.711500000001,1,1,1,1.5943,28,26.0,2.0,50.0,52.26,43.77
2019-06-15,8650.88,8864.99,8567.63,8808.7,31791.636039,8953.33,1,7306.9106,5925.701999999999,8227.941,1,1,1,-0.1124,24,28.0,-4.0,49.1,52.04,43.75
2019-06-16,8810.77,9333.0,8760.0,8953.33,63289.251219,9313.96,1,7376.8026,5975.0526,8237.6545,1,1,1,-1.3747,36,24.0,12.0,48.05,51.74,43.67
2019-06-17,8953.0,9444.0,8950.0,9313.96,47895.485374,9081.55,0,7449.955399999999,6025.937000000001,8247.505000000001,1,1,1,1.9351,39,36.0,3.0,46.0,51.8,43.74
2019-06-18,9312.13,9336.36,8950.0,9081.55,51554.569401,9255.49,1,7530.0842,6079.6462,8277.421,1,1,1,2.9813,40,39.0,1.0,44.65,51.96,43.83
2019-06-19,9081.97,9304.0,8960.0,9255.49,32147.706495,9517.12,1,7606.9524,6131.293500000001,8299.214499999998,1,1,1,0.05389999999999995,35,40.0,-5.0,43.5,52.16,43.91
2019-06-20,9253.76,9590.0,9175.2,9517.12,34556.053982,10159.86,1,7685.646,6185.1323,8348.512,1,1,1,1.4710999999999999,35,35.0,0.0,41.95,52.24,43.97
2019-06-21,9518.06,10174.99,9518.06,10159.86,50484.415892,10729.5,1,7768.3243999999995,6241.4762,8396.617999999999,1,1,1,0.23009999999999994,46,35.0,11.0,40.65,52.28,44.03
2019-06-22,10159.86,11160.0,9921.72,10729.5,104169.447976,10906.07,1,7861.6642,6304.4148,8477.4075,1,1,1,0.8911,69,46.0,23.0,40.4,52.5,44.2
2019-06-23,10729.0,11392.64,10555.18,10906.07,57445.323945,11056.59,1,7960.8004,6372.9385999999995,8577.583499999999,1,1,1,-0.06390000000000007,51,69.0,-18.0,41.45,53.06,44.61
2019-06-24,10905.95,11143.63,10620.8,11056.59,43101.045285,11820.86,1,8062.3328,6442.761699999999,8717.096,1,1,1,0.0,52,51.0,1.0,41.3,53.32,44.85
2019-06-25,11056.59,11850.0,11026.0,11820.86,61276.686648,13093.8,1,8167.9522,6513.2678000000005,8885.573999999999,1,1,1,0.8113999999999999,58,52.0,6.0,40.75,53.6,45.07
2019-06-26,11821.28,13970.0,11741.0,13093.8,155930.147386,11329.99,0,8289.4136,6591.665,9087.792,1,1,1,2.0364,100,58.0,42.0,41.05,54.0,45.37
2019-06-27,13098.38,13478.04,10525.1,11329.99,173894.820889,12400.63,1,8434.3628,6682.7249,9353.147,1,1,1,0.17579999999999996,84,100.0,-16.0,43.6,55.1,46.07
2019-06-28,11329.99,12480.0,10982.88,12400.63,95795.203964,11903.13,0,8541.2168,6755.8695,9520.62,1,1,1,1.0135,66,84.0,-18.0,45.2,55.9,46.61
2019-06-29,12407.06,12441.54,11475.02,11903.13,69642.074157,10854.1,0,8665.0458,6839.4454,9745.9705,1,1,1,0.1436,49,66.0,-17.0,46.55,56.2,46.94
2019-06-30,11903.13,12180.0,10766.03,10854.1,84512.530443,10624.93,0,8775.641800000001,6918.670299999999,9959.7205,1,1,1,0.8715,43,49.0,-6.0,47.05,56.08,47.13
2019-07-01,10854.1,11282.28,10030.0,10624.93,90962.268271,10842.85,1,8851.1994,6987.342,10103.288,1,1,1,-0.3768000000000001,51,43.0,8.0,46.9,55.54,47.27
2019-07-02,10624.9,10938.75,9727.0,10842.85,109561.038728,11940.0,1,8924.351799999999,7053.5312,10240.2895,1,1,1,0.7621000000000001,50,51.0,-1.0,48.05,54.96,47.51
2019-07-03,10844.98,11991.89,10841.04,11940.0,96815.90029,11145.67,0,8985.3946,7122.037899999999,10376.05,1,1,1,0.69,44,50.0,-6.0,49.1,54.16,47.76
2019-07-04,11940.0,12000.0,11055.0,11145.67,66512.221892,10970.73,0,9065.243400000001,7202.0767,10562.123,1,1,1,1.7675,42,44.0,-2.0,50.0,53.04,47.92
2019-07-05,11145.67,11406.83,10796.44,10970.73,63534.350582,11256.49,1,9124.7594,7274.0479000000005,10686.906500000001,1,1,1,1.5617,40,42.0,-2.0,50.7,52.22,48.06
2019-07-06,10982.41,11665.0,10964.51,11256.49,51469.496331,11406.24,1,9186.8422,7343.374699999999,10795.008,1,1,1,1.1334,32,40.0,-8.0,51.5,51.48,48.14
2019-07-07,11256.45,11538.0,11094.37,11406.24,38884.795599,12238.6,1,9264.8668,7415.6615,10910.166000000001,1,1,1,1.1932,31,32.0,-1.0,51.3,50.5,48.16
2019-07-08,11410.0,12338.03,11220.0,12238.6,52182.367215,12543.41,1,9347.842599999998,7488.6914,11014.78,1,1,1,-0.4485,40,31.0,9.0,50.9,50.04,48.16
2019-07-09,12238.6,12794.73,12068.0,12543.41,78442.130343,12108.37,0,9429.645,7570.007699999999,11172.632500000002,1,1,1,-0.08809999999999996,48,40.0,8.0,50.9,49.52,48.27
2019-07-10,12548.51,13147.08,11569.0,12108.37,109246.044997,11342.89,0,9521.7502,7654.4023,11337.0285,1,1,1,1.3131,49,48.0,1.0,51.55,49.16,48.48
2019-07-11,12108.11,12111.73,11000.0,11342.89,87506.461058,11757.22,1,9605.8202,7734.040400000001,11466.591,1,0,1,-0.34,43,49.0,-6.0,52.25,48.88,48.66
2019-07-12,11342.88,11885.0,11073.0,11757.22,56321.858281,11355.76,0,9680.1094,7798.8964000000005,11525.7425,1,1,1,0.8206,44,43.0,1.0,52.1,48.56,48.36
2019-07-13,11757.22,11799.98,10830.0,11355.76,54245.594548,10174.18,0,9758.223600000001,7867.1426,11577.1285,1,0,1,1.799,34,44.0,-10.0,50.85,48.42,48.03
2019-07-14,11355.78,11452.0,10103.0,10174.18,72517.579236,10838.72,1,9826.041399999998,7931.7136,11599.613000000001,1,0,1,-0.6243,37,34.0,3.0,50.0,48.06,47.81
2019-07-15,10174.18,11100.0,9860.0,10838.72,81922.426332,9439.59,0,9869.016800000001,7983.405900000001,11555.4925,1,0,1,3.3152999999999997,46,37.0,9.0,49.25,47.88,47.76
2019-07-16,10833.78,11028.0,9350.01,9439.59,97219.443413,9667.92,1,9913.5026,8041.354200000001,11506.3855,0,0,1,1.6356000000000002,46,46.0,0.0,48.65,47.9,47.85
2019-07-17,9430.17,9957.0,9060.0,9667.92,84942.672717,10627.16,1,9927.168,8084.0473999999995,11323.675,0,0,1,-1.0053,47,46.0,1.0,45.95,47.28,47.92
2019-07-18,9668.86,10788.0,9252.0,10627.16,80283.310252,10504.29,0,9946.2136,8128.3576,11240.571500000002,1,0,1,-0.2716,42,47.0,-5.0,44.1,46.9,47.93
2019-07-19,10628.64,10769.71,10121.84,10504.29,56546.932133,10740.23,1,9985.8432,8183.1292,11151.898000000001,1,0,1,0.5859,37,42.0,-5.0,42.9,46.48,47.97
2019-07-20,10505.78,11068.99,10350.0,10740.23,47331.899848,10589.45,0,10030.5382,8235.0896,11081.956,1,0,1,2.7961,31,37.0,-6.0,42.3,45.9,47.92
2019-07-21,10740.27,10817.9,10288.0,10589.45,38834.287935,10340.31,0,10074.2428,8292.3182,11076.2625,1,0,1,0.0,28,31.0,-3.0,41.7,45.3,47.83
2019-07-22,10590.15,10683.16,10100.0,10340.31,40467.954839,9864.91,0,10115.1504,8347.7326,11074.488500000001,1,0,1,0.8476,31,28.0,3.0,40.55,44.84,47.73
2019-07-23,10343.08,10343.97,9822.0,9864.91,47624.37071,9763.28,0,10147.437,8400.6835,11049.3615,0,0,1,0.0,33,31.0,2.0,39.6,44.5,47.69
2019-07-24,9864.78,9937.0,9525.0,9763.28,43475.380377,9879.87,1,10182.4188,8448.0196,10945.607,0,0,1,-0.4767,37,33.0,4.0,39.05,44.08,47.7
2019-07-25,9763.4,10175.0,9720.03,9879.87,37873.354728,9824.0,0,10223.943800000001,8495.402900000001,10876.4875,0,0,1,0.5423,35,37.0,-2.0,38.8,43.56,47.71
2019-07-26,9882.15,9889.98,9637.0,9824.0,27167.463217,9476.52,0,10266.0112,8542.4644,10821.944500000001,0,0,1,1.3866,29,35.0,-6.0,38.55,43.22,47.69
2019-07-27,9824.0,10188.66,9333.0,9476.52,43809.778301,9541.54,1,10306.7572,8588.6762,10750.320000000002,0,0,1,-0.5267,31,29.0,2.0,38.4,42.82,47.6
2019-07-28,9478.92,9594.99,9165.0,9541.54,29401.022937,9507.64,0,10336.677000000001,8630.857,10653.833999999999,0,0,1,1.4207,27,31.0,-4.0,38.4,42.4,47.55
2019-07-29,9541.54,9729.0,9395.0,9507.64,29021.937411,9574.21,1,10369.635400000001,8673.685599999999,10518.981,0,0,1,0.0,31,27.0,4.0,37.75,42.16,47.46
2019-07-30,9509.07,9714.28,9402.0,9574.21,32536.368834,10080.53,1,10407.2256,8715.8447,10367.192500000001,0,0,1,0.4724,31,31.0,0.0,36.9,42.0,47.43
2019-07-31,9575.0,10109.8,9555.0,10080.53,39515.35456,10374.99,1,10439.0548,8759.0254,10240.4845,0,0,1,-0.02410000000000001,29,31.0,-2.0,36.0,41.7,47.36
2019-08-01,10080.53,10467.86,9863.46,10374.99,41727.637028,10523.75,1,10482.9674,8806.2593,10177.3665,0,1,1,0.12729999999999997,30,29.0,1.0,35.3,41.72,47.31
2019-08-02,10375.0,10670.0,10281.35,10523.75,42990.444221,10816.86,1,10527.9144,8855.0761,10108.255000000001,0,1,1,0.9867,33,30.0,3.0,34.6,41.74,47.15
2019-08-03,10523.75,10904.77,10497.93,10816.86,33802.318824,10929.23,1,10574.0186,8906.163600000002,10066.6545,1,1,1,0.7753,27,33.0,-6.0,34.55,41.88,47.07
2019-08-04,10816.86,11040.0,10552.0,10929.23,39924.745141,11828.8,1,10617.355800000001,8962.1332,10098.7885,1,1,1,0.0,27,27.0,0.0,34.05,41.86,46.95
2019-08-05,10929.99,11937.52,10927.8,11828.8,65153.673713,11481.69,0,10659.766399999999,9018.284500000002,10103.314,1,1,1,-2.2077999999999998,43,27.0,16.0,33.1,41.92,46.83
2019-08-06,11830.0,12330.7,11226.7,11481.69,76705.389875,11975.03,1,10717.275800000001,9083.6156,10222.7745,1,1,1,1.5579,45,43.0,2.0,32.95,42.06,46.93
2019-08-07,11481.69,12141.17,11382.84,11975.03,69173.390353,11999.77,1,10760.630399999998,9145.3573,10313.463,1,1,1,1.5829,40,45.0,-5.0,32.85,42.18,47.07
2019-08-08,11975.04,12060.0,11521.0,11999.77,51207.257174,11879.99,0,10818.5,9212.7262,10380.8565,1,1,1,1.1751,36,40.0,-4.0,32.75,42.18,47.17
2019-08-09,11994.17,12045.68,11700.0,11879.99,39427.152588,11309.31,0,10873.385600000001,9279.5158,10455.630500000001,1,1,1,0.0,35,36.0,-1.0,32.7,42.2,47.22
2019-08-10,11879.98,11985.0,11270.0,11309.31,42633.087048,11549.97,1,10920.643,9344.4837,10512.6185,1,1,1,0.5559,29,35.0,-6.0,32.9,42.2,47.24
2019-08-11,11309.24,11600.0,11112.11,11549.97,26772.90691,11396.08,0,10943.632000000001,9402.648099999999,10548.611499999999,1,1,1,-1.3824,27,29.0,-2.0,32.95,41.86,47.18
2019-08-12,11539.08,11577.89,11235.32,11396.08,17568.227075,10892.71,0,10960.041400000002,9460.4209,10609.0945,1,1,1,1.9624000000000001,31,27.0,4.0,32.75,41.02,47.04
2019-08-13,11398.35,11456.16,10788.45,10892.71,33234.72968,10050.37,0,10969.8416,9516.087200000002,10685.653,0,1,1,0.44460000000000005,33,31.0,2.0,32.65,40.62,46.97
2019-08-14,10893.36,10897.48,9928.1,10050.37,54451.847499,10293.93,1,10966.563999999998,9567.258100000001,10742.1245,0,0,1,2.2726,37,33.0,4.0,32.45,40.24,46.92
2019-08-15,10055.16,10460.0,9911.0,10293.93,38174.45112,10331.54,1,10931.1542,9610.2839,10750.6495,0,0,1,0.29110000000000014,38,37.0,1.0,32.55,39.82,46.91
2019-08-16,10296.77,10536.03,9750.0,10331.54,51758.142918,10216.02,0,10875.156799999999,9654.759800000002,10774.145999999999,0,0,1,-1.0804,32,38.0,-6.0,33.0,38.58,46.84
2019-08-17,10331.15,10465.14,10000.0,10216.02,29000.581201,10306.78,1,10855.1878,9698.202299999999,10816.897,0,0,1,0.4504,30,32.0,-2.0,33.05,37.54,46.72
2019-08-18,10216.05,10500.0,10080.0,10306.78,24085.395172,10915.54,1,10811.4956,9738.2707,10850.621,0,0,1,-1.7174,25,30.0,-5.0,33.2,36.82,46.51
2019-08-19,10306.17,10930.0,10258.6,10915.54,37243.319217,10760.51,0,10779.568599999999,9777.6052,10890.578,1,1,1,0.0,31,25.0,6.0,32.9,36.34,46.21
2019-08-20,10914.73,10949.96,10560.0,10760.51,32298.921679,10142.57,0,10780.7974,9815.9984,10957.644499999999,0,0,1,0.1901,32,31.0,1.0,32.9,36.1,45.82
2019-08-21,10760.51,10804.13,9858.0,10142.57,47355.719282,10099.88,0,10783.508999999998,9853.9304,10991.6435,0,0,1,-0.5106,33,32.0,1.0,33.05,35.72,45.34
2019-08-22,10140.82,10242.0,9762.0,10099.88,34059.642738,10389.55,1,10769.503399999998,9877.449,10980.022500000001,0,0,1,1.266,31,33.0,-2.0,33.2,35.38,44.77
2019-08-23,10099.9,10445.0,10019.79,10389.55,27550.336173,10134.35,0,10732.701,9898.9722,10958.829000000002,0,0,1,-1.9462,30,31.0,-1.0,33.1,35.12,44.08
2019-08-24,10388.16,10419.42,9890.0,10134.35,27692.456844,10142.69,1,10717.5786,9921.169,10937.463500000002,0,0,1,0.27359999999999995,24,30.0,-6.0,33.25,34.88,43.55
2019-08-25,10134.61,10333.0,9906.97,10142.69,26271.657398,10372.25,1,10700.850999999999,9943.8466,10897.719500000001,0,0,1,-0.7096,28,24.0,4.0,33.1,34.56,43.02
2019-08-26,10142.69,10604.0,10137.93,10372.25,41687.511599,10185.05,0,10678.575,9971.7209,10813.414,0,0,1,0.0,27,28.0,-1.0,32.35,34.48,42.49
2019-08-27,10373.6,10391.08,10051.08,10185.05,28402.775383,9721.0,0,10657.8952,10002.8689,10757.942000000001,0,0,1,0.0,29,27.0,2.0,31.45,34.4,42.22
2019-08-28,10185.69,10299.0,9601.01,9721.0,42110.555375,9498.44,0,10616.8242,10023.234600000002,10668.443,0,0,0,0.09000000000000002,28,29.0,-1.0,30.9,34.18,41.85
2019-08-29,9721.0,9724.0,9320.0,9498.44,35532.69491,9584.54,1,10560.376,10041.063100000001,10554.5045,0,0,0,0.6880999999999999,32,28.0,4.0,30.5,33.78,41.47
2019-08-30,9499.01,9696.0,9350.41,9584.54,26834.318104,9587.47,1,10508.1774,10056.9988,10435.427,0,0,0,0.4851,29,32.0,-3.0,30.35,33.44,41.16
2019-08-31,9582.76,9684.51,9420.75,9587.47,17130.290074,9724.98,1,10473.010400000001,10076.5599,10349.1885,0,0,0,-0.2335,23,29.0,-6.0,30.35,33.16,40.86
2019-09-01,9588.74,9830.0,9520.0,9724.98,19545.404843,10340.0,1,10429.615399999999,10093.9195,10251.0635,0,0,0,0.9523,23,23.0,0.0,30.15,32.74,40.58
2019-09-02,9723.59,10450.0,9712.5,10340.0,44740.248093,10615.28,1,10396.999800000001,10111.5206,10167.5085,0,1,1,0.16330000000000006,27,23.0,4.0,29.75,32.52,40.29
2019-09-03,10340.0,10773.0,10272.0,10615.28,47998.376781,10567.02,0,10400.3162,10134.6665,10139.873,1,1,1,-0.08229999999999998,30,27.0,3.0,29.45,32.32,40.1
2019-09-04,10611.85,10799.0,10369.89,10567.02,43943.889026,10564.49,0,10395.8474,10154.675,10168.1185,1,1,1,-0.2263,30,30.0,0.0,29.1,32.0,39.95
2019-09-05,10565.92,10900.0,10450.0,10564.49,33970.960639,10298.73,0,10418.396,10172.782,10181.773000000001,1,1,1,0.8462,25,30.0,-5.0,28.7,31.68,39.48
2019-09-06,10563.13,10905.87,10150.0,10298.73,58799.640959,10455.88,1,10436.3274,10191.2705,10193.4205,0,1,1,1.5627,26,25.0,1.0,28.35,31.24,39.07
2019-09-07,10298.71,10558.0,10288.57,10455.88,27637.877392,10381.18,0,10429.7588,10207.801,10197.556,1,1,1,0.091,22,26.0,-4.0,28.15,30.92,38.7
2019-09-08,10455.9,10592.5,10208.0,10381.18,23984.672018,10303.12,0,10428.7906,10229.6644,10205.011,0,1,1,0.0,23,22.0,1.0,28.0,30.62,38.26
2019-09-09,10381.24,10480.0,10068.5,10303.12,39835.727608,10098.15,0,10421.6096,10247.9262,10178.293000000001,0,1,1,1.5466,23,23.0,0.0,27.6,30.46,37.88
2019-09-10,10302.58,10384.99,9953.0,10098.15,28915.412225,10158.33,1,10415.883,10265.5167,10155.4235,0,0,0,0.0343,24,23.0,1.0,27.15,30.36,37.6
2019-09-11,10098.19,10293.0,9880.0,10158.33,31953.824562,10415.01,1,10411.0398,10279.2384,10153.2025,0,1,0,1.1714,25,24.0,1.0,26.7,30.22,37.36
2019-09-12,10158.75,10448.81,10040.0,10415.01,34511.162755,10342.06,0,10416.9082,10299.6635,10156.125,0,1,1,1.4281000000000001,24,25.0,-1.0,26.4,30.06,37.07
2019-09-13,10415.01,10439.0,10153.0,10342.06,30280.339776,10335.02,0,10429.9428,10326.9433,10157.398,0,1,1,0.0,22,24.0,-2.0,26.1,29.8,36.68
2019-09-14,10344.13,10419.99,10222.33,10335.02,23621.533519,10302.01,0,10439.1866,10352.5989,10167.7835,0,1,0,-0.5927,22,22.0,0.0,26.0,29.54,36.38
2019-09-15,10332.81,10360.0,10252.15,10302.01,18047.654013,10251.31,0,10449.407,10378.0821,10177.4,0,1,0,0.0,21,22.0,-1.0,25.7,29.4,36.11
2019-09-16,10303.34,10355.0,10078.0,10251.31,28971.401657,10187.82,0,10465.916799999999,10401.2969,10173.887999999999,0,1,0,0.7506,22,21.0,1.0,25.4,29.2,35.8
2019-09-17,10249.68,10275.0,10128.01,10187.82,22914.324563,10156.99,0,10480.1122,10424.8738,10177.201,0,1,0,0.11769999999999992,20,22.0,-2.0,25.05,29.1,35.63
2019-09-18,10187.48,10258.02,10100.0,10156.99,24250.249303,10244.29,1,10493.7158,10450.4707,10200.542,0,0,0,-0.5679000000000001,22,20.0,2.0,24.65,28.88,35.44
2019-09-19,10156.41,10325.0,9653.0,10244.29,44826.282579,10168.59,0,10505.371400000002,10472.213099999999,10233.4695,0,1,0,1.3605,22,22.0,0.0,24.15,28.7,35.2
2019-09-20,10243.7,10281.0,10061.39,10168.59,25088.491069,9986.39,0,10508.6466,10495.806999999999,10266.456999999999,0,0,0,-0.009500000000000064,22,22.0,0.0,23.8,28.56,35.14
2019-09-21,10167.92,10176.7,9900.0,9986.39,20544.175196,10028.87,1,10504.518600000001,10516.216500000002,10295.512999999999,0,0,0,0.0,20,22.0,-2.0,23.75,28.4,35.07
2019-09-22,9985.15,10089.0,9853.97,10028.87,22049.275256,9702.25,0,10493.7714,10533.895,10308.5835,0,0,0,2.2904999999999998,20,20.0,0.0,23.6,28.14,35.01
2019-09-23,10028.05,10049.99,9615.77,9702.25,31937.232356,8493.14,0,10478.0116,10547.683700000001,10293.027,0,0,0,-0.024599999999999955,24,20.0,4.0,23.25,28.0,34.93
2019-09-24,9702.2,9794.99,7800.0,8493.14,94007.345203,8430.05,0,10453.472,10556.6192,10247.3755,0,0,0,0.9321,33,24.0,9.0,22.95,27.94,34.93
2019-09-25,8497.55,8730.0,8215.64,8430.05,60783.892258,8063.73,0,10386.7588,10552.0173,10143.6815,0,0,0,0.0363,40,33.0,7.0,23.1,27.74,34.9
2019-09-26,8430.05,8465.99,7750.0,8063.73,67930.853749,8177.91,1,10325.726,10543.1782,10036.9595,0,0,0,0.0,37,40.0,-3.0,23.85,27.64,34.91
2019-09-27,8063.49,8265.0,7852.15,8177.91,43882.924625,8198.81,1,10247.5,10533.0,9925.2095,0,0,0,0.4215,33,37.0,-4.0,24.4,27.58,34.88
2019-09-28,8177.47,8315.0,8001.09,8198.81,34473.605165,8043.82,0,10171.0628,10522.224199999999,9811.311,0,0,0,-0.8211,25,33.0,-8.0,24.95,27.52,34.86
2019-09-29,8199.38,8229.13,7890.0,8043.82,31544.211388,8289.34,1,10097.4392,10509.041099999999,9702.1925,0,0,0,-0.3612,23,25.0,-2.0,25.05,27.32,34.76
2019-09-30,8043.04,8337.26,7710.0,8289.34,55865.48726,8292.44,1,10032.1294,10487.880700000002,9589.227499999999,0,0,0,0.6764,30,23.0,7.0,25.05,27.2,34.53
2019-10-01,8289.97,8500.0,8173.05,8292.44,43479.58742,8359.94,1,9966.916799999999,10463.4791,9498.787,0,0,0,-0.4404,26,30.0,-4.0,25.35,27.26,34.14
2019-10-02,8292.67,8373.91,8151.22,8359.94,26243.386644,8223.96,0,9904.844000000001,10437.3428,9405.492499999998,0,0,0,-0.7264,25,26.0,-1.0,25.4,27.16,33.89
2019-10-03,8360.0,8393.0,8060.0,8223.96,30488.284058,8137.13,0,9854.1886,10410.3763,9302.739,0,0,0,0.3612,25,25.0,0.0,25.45,27.0,33.62
2019-10-04,8224.43,8232.41,8005.0,8137.13,26476.330404,8126.19,0,9817.6604,10374.407299999999,9196.833999999999,0,0,0,0.0,22,25.0,-3.0,25.6,26.76,33.29
2019-10-05,8137.09,8183.41,8012.98,8126.19,21907.615564,7854.25,0,9774.5244,10324.840600000001,9086.939499999999,0,0,0,0.7906,20,22.0,-2.0,25.6,26.44,32.51
2019-10-06,8127.55,8153.87,7785.0,7854.25,34676.104049,8190.09,1,9730.4174,10292.8026,8978.1485,0,0,0,0.0516,21,20.0,1.0,25.55,26.2,31.87
2019-10-07,7855.3,8299.92,7762.0,8190.09,52202.072297,8168.39,0,9683.182,10247.3388,8858.2955,0,0,0,-1.3149,24,21.0,3.0,25.5,26.02,31.42
2019-10-08,8190.82,8325.0,8088.75,8168.39,35452.657423,8560.74,1,9640.8482,10210.208400000001,8758.409,0,0,0,0.7717,23,24.0,-1.0,25.7,26.0,31.17
2019-10-09,8170.79,8670.0,8115.0,8560.74,55038.704378,8558.03,0,9585.905200000001,10183.3513,8658.979000000001,0,0,0,0.2663,24,23.0,1.0,25.75,25.84,30.97
2019-10-10,8562.15,8644.0,8414.52,8558.03,39137.946167,8258.5,0,9541.9098,10162.7094,8574.8015,0,0,0,0.05030000000000001,24,24.0,0.0,25.85,25.68,30.7
2019-10-11,8557.82,8779.51,8212.38,8258.5,50405.284418,8300.09,1,9510.219000000001,10139.8612,8494.2735,0,0,0,0.8066,23,24.0,-1.0,25.95,25.5,30.44
2019-10-12,8257.95,8400.0,8250.0,8300.09,21339.334098,8275.01,0,9473.3914,10103.0462,8407.878999999999,0,0,0,0.0,19,23.0,-4.0,26.1,25.34,30.23
2019-10-13,8301.98,8451.37,8160.0,8275.01,27840.739953,8348.2,1,9431.6022,10074.590400000001,8321.439999999999,0,0,0,0.0,20,19.0,1.0,26.05,25.12,30.0
2019-10-14,8275.24,8388.85,8203.0,8348.2,29810.663253,8159.29,0,9394.4154,10047.6332,8250.078,0,1,0,0.0,22,20.0,2.0,25.85,25.04,29.8
2019-10-15,8346.86,8403.0,8090.0,8159.29,32773.062476,7991.74,0,9358.5256,10018.5503,8242.831,0,0,0,-0.34,22,22.0,0.0,25.3,24.92,29.7
2019-10-16,8159.3,8181.16,7917.0,7991.74,34733.593966,8070.58,1,9314.2664,9986.080800000002,8229.293,0,0,0,0.0,24,22.0,2.0,24.4,24.82,29.61
2019-10-17,7995.02,8124.92,7929.03,8070.58,29656.949158,7947.01,0,9270.4002,9943.612200000001,8225.693500000001,0,0,0,0.6342999999999999,22,24.0,-2.0,23.75,24.72,29.45
2019-10-18,8070.71,8115.0,7816.01,7947.01,31353.181416,7948.01,1,9237.391800000001,9898.8839,8220.327000000001,0,0,0,0.0,22,22.0,0.0,23.2,24.6,29.19
2019-10-19,7946.89,8098.1,7866.92,7948.01,26627.889388,8223.35,1,9206.3632,9857.2703,8207.737000000001,0,0,0,0.7271999999999998,20,22.0,-2.0,23.05,24.4,28.92
2019-10-20,7949.87,8297.0,7870.0,8223.35,34286.452654,8197.27,0,9173.6326,9823.3215,8202.9465,0,1,0,-1.0399,19,20.0,-1.0,22.9,24.22,28.69
2019-10-21,8223.35,8333.0,8142.03,8197.27,30448.679539,8020.0,0,9146.3502,9787.9828,8199.647,0,0,0,0.0469,21,19.0,2.0,22.35,24.14,28.44
2019-10-22,8197.28,8297.99,8000.0,8020.0,34651.828663,7466.62,0,9115.796,9756.3979,8194.888500000001,0,0,0,0.0,19,21.0,-2.0,22.1,24.1,28.31
2019-10-23,8020.06,8047.59,7300.0,7466.62,63897.457098,7412.41,0,9069.396,9734.856099999999,8177.891500000001,0,0,0,-0.1515,30,19.0,11.0,21.8,23.94,28.13
2019-10-24,7468.47,7503.68,7337.99,7412.41,32714.383265,8655.02,1,9006.4228,9701.1351,8140.024500000001,0,0,0,1.078,24,30.0,-6.0,22.05,23.94,27.97
2019-10-25,7412.41,8799.0,7361.0,8655.02,90748.218174,9230.0,1,8943.3306,9680.8633,8103.788500000001,0,1,0,-0.4279,29,24.0,5.0,22.15,23.82,27.75
2019-10-26,8655.88,10370.0,8470.38,9230.0,162588.585413,9529.93,1,8905.1412,9670.7343,8130.2300000000005,1,1,0,1.0086,41,29.0,12.0,22.6,23.9,27.57
2019-10-27,9230.0,9794.98,9074.34,9529.93,93833.541604,9205.14,0,8883.7666,9656.7627,8199.0175,1,1,0,0.44819999999999993,27,41.0,-14.0,23.6,24.2,27.56
2019-10-28,9528.23,9902.1,9160.0,9205.14,80174.217323,9407.62,1,8865.2476,9647.0191,8266.0095,1,1,0,-1.0405,32,27.0,5.0,23.75,24.3,27.46
2019-10-29,9204.45,9550.0,9072.0,9407.62,64158.462446,9154.72,0,8841.7268,9631.6682,8317.847,1,1,0,0.0,30,32.0,-2.0,24.2,24.48,27.47
2019-10-30,9407.62,9409.84,9001.01,9154.72,55241.786434,9140.85,0,8823.8168,9619.8499,8360.191,1,1,0,-1.534,25,30.0,-5.0,24.5,24.62,27.49
2019-10-31,9154.02,9405.0,8913.0,9140.85,54376.024902,9231.61,1,8804.948199999999,9607.994,8390.0255,1,1,0,0.5273,24,25.0,-1.0,24.55,24.64,27.43
2019-11-01,9140.86,9279.0,9030.0,9231.61,43594.814115,9289.52,1,8784.5986,9600.7534,8434.143,1,1,0,1.0743,23,24.0,-1.0,24.6,24.62,27.34
2019-11-02,9231.4,9373.74,9186.21,9289.52,28923.060828,9194.71,0,8760.9306,9595.4367,8480.719000000001,1,1,0,1.9213,22,23.0,-1.0,24.8,24.6,27.2
2019-11-03,9289.85,9362.57,9066.14,9194.71,27894.378279,9393.35,1,8739.8798,9589.5332,8531.444500000001,1,1,0,0.0,21,22.0,-1.0,24.9,24.6,27.07
2019-11-04,9196.46,9513.68,9115.84,9393.35,45894.456277,9308.66,0,8717.0736,9583.2403,8573.77,1,1,0,-0.5345,24,21.0,3.0,24.85,24.58,26.99
2019-11-05,9392.4,9454.95,9175.76,9308.66,45935.873665,9339.05,1,8698.9004,9582.4086,8635.473000000002,1,1,0,0.48169999999999996,24,24.0,0.0,24.95,24.64,26.92
2019-11-06,9307.73,9440.91,9250.01,9339.05,37336.170372,9216.2,0,8680.0474,9580.079800000001,8701.319,1,1,0,-0.4404,22,24.0,-2.0,24.95,24.68,26.89
2019-11-07,9339.16,9375.0,9101.0,9216.2,39117.470853,8773.73,0,8663.072,9578.393900000001,8764.7425,1,1,0,9.999999999987796e-05,22,22.0,0.0,24.95,24.72,26.8
2019-11-08,9214.0,9261.0,8696.0,8773.73,62107.289243,8809.41,1,8644.2562,9574.8138,8828.202,1,0,0,0.8402,26,24.0,2.0,24.95,24.72,26.71
